Date,AAPL,XOM,PTR,MSFT,GE,GOOGL,AMZN,CSCO,BRK-A,FB,BABA,JNJ,WFC,IDCBF,NVS,RHHVF,WMT,IBM,NSRGF,CVX,RDS-B,CHL,PBR,BHP,CICHF,T,PG,C,TM,BAC,OGZPY,BP,HSBC,PFE
1990-01-02,0,62.58,0,4.937,60.45,0,0,0,0,0,0,19.94,2.115,0,0,0,26.67,26.67,0,0,0,0,0,0,0,19.46,24.21,4.325,60.51,0,0,0,0,11.75
1990-01-03,0,61.96,0,4.965,60.34,0,0,0,0,0,0,20.03,2.022,0,0,0,26.67,26.67,0,0,0,0,0,0,0,19.12,24.17,4.38,60.73,0,0,0,0,11.79
1990-01-04,0,61.33,0,5.11,60,0,0,0,0,0,0,20.07,1.998,0,0,0,26.53,26.53,0,0,0,0,0,0,0,18.71,23.7,4.325,61.59,0,0,0,0,11.98
1990-01-05,0,61.02,0,4.986,59.44,0,0,0,0,0,0,19.86,1.94,0,0,0,26.25,26.25,0,0,0,0,0,0,0,17.81,23.27,4.362,60.73,0,0,0,0,11.87
1990-01-08,0,61.96,0,5.062,59.78,0,0,0,0,0,0,20.19,1.998,0,0,0,26.6,26.6,0,0,0,0,0,0,0,18.11,23.7,4.399,60.94,0,0,0,0,11.77
1990-01-09,0,60.7,0,5.048,58.53,0,0,0,0,0,0,19.57,1.94,0,0,0,25.89,25.89,0,0,0,0,0,0,0,17.7,23.7,4.343,60.51,0,0,0,0,11.52
1990-01-10,0,61.02,0,4.909,58.64,0,0,0,0,0,0,19.28,1.963,0,0,0,25.89,25.89,0,0,0,0,0,0,0,17.21,23.83,4.307,60.51,0,0,0,0,11.73
1990-01-11,0,61.33,0,4.811,58.64,0,0,0,0,0,0,19.53,1.963,0,0,0,26.18,26.18,0,0,0,0,0,0,0,17.36,24.17,4.343,60.73,0,0,0,0,11.6
1990-01-12,0,59.77,0,4.79,57.17,0,0,0,0,0,0,18.94,1.928,0,0,0,25.19,25.19,0,0,0,0,0,0,0,16.83,23.27,4.122,59.86,0,0,0,0,11.4
1990-01-15,0,60.55,0,4.79,56.72,0,0,0,0,0,0,18.86,1.917,0,0,0,24.83,24.83,0,0,0,0,0,0,0,16.57,23.36,4.104,59.86,0,0,0,0,11.38
1990-01-16,0,60.24,0,4.937,57.29,0,0,0,0,0,0,18.86,1.94,0,0,0,25.26,25.26,0,0,0,0,0,0,0,16.91,23.66,4.086,59.65,0,0,0,0,11.5
1990-01-17,0,59.3,0,4.867,57.06,0,0,0,0,0,0,18.69,1.975,0,0,0,24.97,24.97,0,0,0,0,0,0,0,16.46,23.53,4.196,59.65,0,0,0,0,11.5
1990-01-18,0,60.08,0,5.284,57.62,0,0,0,0,0,0,18.86,1.975,0,0,0,24.55,24.55,0,0,0,0,0,0,0,16.76,23.87,4.251,58.35,0,0,0,0,11.69
1990-01-19,0,60.86,0,5.235,58.76,0,0,0,0,0,0,19.11,1.975,0,0,0,24.62,24.62,0,0,0,0,0,0,0,16.83,23.7,4.251,58.13,0,0,0,0,11.67
1990-01-22,0,58.83,0,5.048,56.95,0,0,0,0,0,0,18.44,1.928,0,0,0,23.98,23.98,0,0,0,0,0,0,0,16.34,23.14,4.067,58.35,0,0,0,0,11.48
1990-01-23,0,58.98,0,4.992,56.83,0,0,0,0,0,0,18.4,1.928,0,0,0,23.98,23.98,0,0,0,0,0,0,0,16.46,22.71,3.938,59,0,0,0,0,11.34
1990-01-24,0,58.83,0,5.048,57.29,0,0,0,0,0,0,18.07,1.905,0,0,0,24.13,24.13,0,0,0,0,0,0,0,16.57,22.76,3.975,57.7,0,0,0,0,11.44
1990-01-25,0,57.58,0,5.048,56.15,0,0,0,0,0,0,17.65,1.917,0,0,0,23.7,23.7,0,0,0,0,0,0,0,16.04,21.55,3.828,59,0,0,0,0,11.27
1990-01-26,0,58.51,0,5.048,56.61,0,0,0,0,0,0,17.61,1.952,0,0,0,23.84,23.84,0,0,0,0,0,0,0,15.89,21.68,3.865,59.43,0,0,0,0,11.21
1990-01-29,0,58.83,0,5.09,55.93,0,0,0,0,0,0,17.61,1.928,0,0,0,23.98,23.98,0,0,0,0,0,0,0,15.86,21.51,3.846,59.43,0,0,0,0,11.34
1990-01-30,0,58.83,0,5.076,55.93,0,0,0,0,0,0,17.32,1.882,0,0,0,23.77,23.77,0,0,0,0,0,0,0,15.71,21.55,3.699,58.57,0,0,0,0,11.21
1990-01-31,0,58.83,0,5.146,56.38,0,0,0,0,0,0,17.44,1.94,0,0,0,24.13,24.13,0,0,0,0,0,0,0,15.89,21.98,3.846,59.86,0,0,0,0,11.34
1990-02-01,0,58.83,0,5.214,55.93,0,0,0,0,0,0,17.78,1.905,0,0,0,23.85,23.85,0,0,0,0,0,0,0,16.16,22.2,3.865,59.43,0,0,0,0,11.42
1990-02-02,0,59.92,0,5.214,55.93,0,0,0,0,0,0,18.19,1.905,0,0,0,23.78,23.78,0,0,0,0,0,0,0,16.34,22.37,3.975,59.22,0,0,0,0,11.48
1990-02-05,0,60.08,0,5.242,55.93,0,0,0,0,0,0,18.07,1.847,0,0,0,23.64,23.64,0,0,0,0,0,0,0,16.57,22.54,3.957,58.78,0,0,0,0,11.46
1990-02-06,0,59.14,0,5.229,56.15,0,0,0,0,0,0,17.98,1.765,0,0,0,23.57,23.57,0,0,0,0,0,0,0,16.12,22.37,3.828,58.78,0,0,0,0,11.31
1990-02-07,0,60.08,0,5.187,56.72,0,0,0,0,0,0,18.23,1.776,0,0,0,24.2,24.2,0,0,0,0,0,0,0,16.23,22.63,3.975,58.35,0,0,0,0,11.21
1990-02-08,0,60.24,0,5.242,57.06,0,0,0,0,0,0,18.57,1.776,0,0,0,24.06,24.06,0,0,0,0,0,0,0,15.63,22.5,3.938,58.78,0,0,0,0,11.29
1990-02-09,0,60.39,0,5.257,57.29,0,0,0,0,0,0,18.69,1.811,0,0,0,24.7,24.7,0,0,0,0,0,0,0,15.93,22.76,3.957,58.13,0,0,0,0,11.09
1990-02-12,0,58.98,0,5.27,56.38,0,0,0,0,0,0,18.57,1.765,0,0,0,24.27,24.27,0,0,0,0,0,0,0,15.78,22.37,3.865,58.35,0,0,0,0,11.15
1990-02-13,0,59.14,0,5.27,56.27,0,0,0,0,0,0,18.32,1.776,0,0,0,24.34,24.34,0,0,0,0,0,0,0,15.93,22.37,3.81,58.35,0,0,0,0,11.19
1990-02-14,0,58.83,0,5.284,56.38,0,0,0,0,0,0,18.48,1.776,0,0,0,24.34,24.34,0,0,0,0,0,0,0,16.01,22.54,3.81,59,0,0,0,0,11.25
1990-02-15,0,60.7,0,5.395,56.72,0,0,0,0,0,0,18.78,1.847,0,0,0,24.63,24.63,0,0,0,0,0,0,0,16.38,22.88,3.901,59.86,0,0,0,0,11.27
1990-02-16,0,60.08,0,5.451,56.15,0,0,148.9,0,0,0,18.48,1.85,0,0,0,24.27,24.27,0,0,0,0,0,0,0,16.31,22.97,3.94,59.86,0,0,0,0,10.98
1990-02-20,0,59.3,0,5.576,55.13,0,0,153.9,0,0,0,18.15,1.78,0,0,0,23.64,23.64,0,0,0,0,0,0,0,15.93,22.41,3.83,57.92,0,0,0,0,10.76
1990-02-21,0,59.61,0,5.347,54.79,0,0,150.44,0,0,0,17.9,1.77,0,0,0,23.57,23.57,0,0,0,0,0,0,0,15.82,22.2,3.83,56.19,0,0,0,0,10.55
1990-02-22,0,58.98,0,5.361,55.02,0,0,0.15,0,0,0,17.69,1.79,0,0,0,23.21,23.21,0,0,0,0,0,0,0,15.82,21.68,3.79,55.76,0,0,0,0,9.81
1990-02-23,0,58.98,0,5.423,54.79,0,0,0.15,0,0,0,17.36,1.79,0,0,0,23,23,0,0,0,0,0,0,0,15.93,21.47,3.79,53.81,0,0,0,0,9.31
1990-02-26,0,60.39,0,5.521,55.47,0,0,0.15,0,0,0,17.78,1.82,0,0,0,23.71,23.71,0,0,0,0,0,0,0,16.12,21.68,3.94,52.73,0,0,0,0,9.27
1990-02-27,0,60.55,0,5.451,56.15,0,0,0.15,0,0,0,17.78,1.82,0,0,0,24.49,24.49,0,0,0,0,0,0,0,16.46,21.68,3.92,52.95,0,0,0,0,9.78
1990-02-28,0,58.83,0,5.493,55.93,0,0,0.15,0,0,0,17.86,1.82,0,0,0,24.91,24.91,0,0,0,0,0,0,0,16.46,21.94,3.96,53.81,0,0,0,0,9.76
1990-03-01,0,58.2,0,5.563,55.81,0,0,0.15,0,0,0,17.98,1.8,0,0,0,25.26,25.26,0,0,0,0,0,0,0,16.83,21.77,3.96,53.81,0,0,0,0,9.91
1990-03-02,0,58.51,0,5.771,56.49,0,0,0.15,0,0,0,18.32,1.8,0,0,0,25.55,25.55,0,0,0,0,0,0,0,17.21,21.77,3.96,53.6,0,0,0,0,10.22
1990-03-05,0,57.89,0,5.855,55.93,0,0,0.16,0,0,0,18.03,1.79,0,0,0,25.41,25.41,0,0,0,0,0,0,0,17.13,21.77,3.94,53.38,0,0,0,0,9.83
1990-03-06,0,58.98,0,5.813,56.49,0,0,0.15,0,0,0,18.4,1.8,0,0,0,25.9,25.9,0,0,0,0,0,0,0,17.32,21.77,3.94,53.16,0,0,0,0,10.09
1990-03-07,0,58.2,0,5.715,56.72,0,0,0.16,0,0,0,18.4,1.79,0,0,0,25.62,25.62,0,0,0,0,0,0,0,17.13,21.77,3.9,51.44,0,0,0,0,10.05
1990-03-08,0,58.51,0,5.91,57.06,0,0,0.15,0,0,0,18.61,1.81,0,0,0,26.11,26.11,0,0,0,0,0,0,0,17.36,22.33,4.01,53.6,0,0,0,0,10.16
1990-03-09,0,58.04,0,5.924,56.72,0,0,0.15,0,0,0,18.53,1.82,0,0,0,26.11,26.11,0,0,0,0,0,0,0,17.13,22.28,4.03,52.73,0,0,0,0,9.97
1990-03-12,0,58.2,0,6.021,56.49,0,0,0.15,0,0,0,18.44,1.86,0,0,0,26.33,26.33,0,0,0,0,0,0,0,17.1,22.03,4.01,52.08,0,0,0,0,10.07
1990-03-13,0,57.11,0,5.91,56.15,0,0,0.15,0,0,0,18.11,1.86,0,0,0,25.97,25.97,0,0,0,0,0,0,0,16.95,22.03,3.99,51.44,0,0,0,0,9.81
1990-03-14,0,58.2,0,5.966,57.06,0,0,0.15,0,0,0,18.36,1.85,0,0,0,26.18,56.32,0,0,0,0,0,0,0,16.68,22.37,4.14,51.44,0,0,0,0,9.72
1990-03-15,0,58.67,0,6.175,57.29,0,0,0.15,0,0,0,18.94,1.85,0,0,0,26.33,56.82,0,0,0,0,0,0,0,16.72,22.2,4.18,50.57,0,0,0,0,9.83
1990-03-16,0,59.45,0,6.341,57.96,0,0,0.16,0,0,0,19.07,1.87,0,0,0,26.75,57.47,0,0,0,0,0,0,0,16.8,22.76,4.23,49.49,0,0,0,0,9.68
1990-03-19,0,59.45,0,6.48,58.76,0,0,0.17,0,0,0,18.98,1.84,0,0,0,26.75,57.33,0,0,0,0,0,0,0,16.83,23.18,4.2,46.46,0,0,0,0,9.95
1990-03-20,0,58.51,0,6.286,58.3,0,0,0.17,0,0,0,18.78,1.84,0,0,0,26.54,57.69,0,0,0,0,0,0,0,16.64,23.4,4.09,45.38,0,0,0,0,10.01
1990-03-21,0,57.89,0,6.299,58.08,0,0,0.17,0,0,0,18.61,1.81,0,0,0,26.61,57.11,0,0,0,0,0,0,0,16.53,23.36,4.09,45.82,0,0,0,0,9.85
1990-03-22,0,57.58,0,6.188,57.4,0,0,0.35,0,0,0,18.28,1.77,0,0,0,25.97,56.9,0,0,0,0,0,0,0,16.42,22.93,3.98,45.6,0,0,0,0,9.66
1990-03-23,0,57.73,0,6.132,57.74,0,0,0.32,0,0,0,18.57,1.82,0,0,0,26.33,57.4,0,0,0,0,0,0,0,16.53,23.1,3.99,48.41,0,0,0,0,9.74
1990-03-26,0,57.26,0,6.202,57.96,0,0,0.32,0,0,0,18.61,1.84,0,0,0,26.47,56.25,0,0,0,0,0,0,0,16.42,23.4,3.98,51.22,0,0,0,0,9.76
1990-03-27,0,58.36,0,6.258,58.76,0,0,0.3,0,0,0,19.03,1.88,0,0,0,26.75,56.39,0,0,0,0,0,0,0,16.76,23.7,4.03,50.57,0,0,0,0,9.97
1990-03-28,0,57.89,0,6.175,58.76,0,0,0.31,0,0,0,19.03,1.93,0,0,0,26.89,57.54,0,0,0,0,0,0,0,16.95,23.66,4.12,50.14,0,0,0,0,10.14
1990-03-29,0,57.73,0,6.147,58.42,0,0,0.32,0,0,0,18.86,1.86,0,0,0,26.82,56.82,0,0,0,0,0,0,0,17.06,23.44,4.09,50.14,0,0,0,0,10.22
1990-03-30,0,57.73,0,6.16,58.19,0,0,0.33,0,0,0,18.69,1.85,0,0,0,26.75,57.18,0,0,0,0,0,0,0,16.98,23.27,4.05,48.41,0,0,0,0,10.03
1990-04-02,0,57.81,0,6.254,57.26,0,0,0.33,0,0,0,18.7,1.79,0,0,0,26.68,56.68,0,0,0,0,0,0,0,17.04,23.22,3.98,47.76,0,0,0,0,9.75
1990-04-03,0,58.91,0,6.506,58.15,0,0,0.33,0,0,0,19.2,1.83,0,0,0,26.96,55.53,0,0,0,0,0,0,0,17.38,23.78,4.13,50.57,0,0,0,0,9.65
1990-04-04,0,58.12,0,6.563,57.48,0,0,0.31,0,0,0,18.91,1.82,0,0,0,27.1,55.6,0,0,0,0,0,0,0,16.89,23.43,4.14,48.41,0,0,0,0,9.42
1990-04-05,0,57.81,0,6.422,57.59,0,0,0.31,0,0,0,19.03,1.8,0,0,0,27.39,56.03,0,0,0,0,0,0,0,17.08,23.61,4.2,52.95,0,0,0,0,9.34
1990-04-06,0,57.66,0,6.408,57.59,0,0,0.31,0,0,0,19.03,1.75,0,0,0,27.39,55.1,0,0,0,0,0,0,0,17.15,23.56,4.24,52.73,0,0,0,0,9.5
1990-04-09,0,57.5,0,6.422,57.71,0,0,0.31,0,0,0,19.37,1.73,0,0,0,27.6,55.67,0,0,0,0,0,0,0,17.3,23.95,4.2,54.89,0,0,0,0,9.63
1990-04-10,0,57.5,0,6.619,57.59,0,0,0.31,0,0,0,19.37,1.78,0,0,0,27.74,55.89,0,0,0,0,0,0,0,17.45,24.34,4.29,54.03,0,0,0,0,9.54
1990-04-11,0,57.03,0,6.787,58.04,0,0,0.3,0,0,0,19.41,1.8,0,0,0,28.31,55.89,0,0,0,0,0,0,0,17.45,24.29,4.37,53.38,0,0,0,0,9.58
1990-04-12,0,57.19,0,6.773,59.05,0,0,0.3,0,0,0,19.53,1.78,0,0,0,29.09,56.68,0,0,0,0,0,0,0,17.64,24.46,4.35,52.95,0,0,0,0,9.73
1990-04-16,0,57.03,0,6.815,59.72,0,0,0.29,0,0,0,19.45,1.79,0,0,0,28.94,56.18,0,0,0,0,0,0,0,17.68,24.46,4.46,50.14,0,0,0,0,9.77
1990-04-17,0,57.19,0,6.955,59.83,0,0,0.29,0,0,0,19.7,1.83,0,0,0,28.59,56.54,0,0,0,0,0,0,0,17.45,24.51,4.57,50.35,0,0,0,0,9.71
1990-04-18,0,56.88,0,6.801,59.49,0,0,0.3,0,0,0,19.53,1.78,0,0,0,27.95,57.25,0,0,0,0,0,0,0,17.08,24.12,4.4,51.44,0,0,0,0,9.73
1990-04-19,0,57.5,0,6.675,58.82,0,0,0.3,0,0,0,19.37,1.78,0,0,0,27.88,58.04,0,0,0,0,0,0,0,16.81,23.78,4.38,51.87,0,0,0,0,9.77
1990-04-20,0,57.97,0,6.647,58.6,0,0,0.3,0,0,0,19.41,1.76,0,0,0,27.81,59.27,0,0,0,0,0,0,0,16.51,23.56,4.2,51,0,0,0,0,9.63
1990-04-23,0,57.19,0,6.619,57.71,0,0,0.3,0,0,0,19.03,1.78,0,0,0,27.53,59.05,0,0,0,0,0,0,0,16.33,23.35,4.2,50.79,0,0,0,0,9.38
1990-04-24,0,56.56,0,6.506,57.59,0,0,0.31,0,0,0,18.87,1.75,0,0,0,27.32,58.91,0,0,0,0,0,0,0,16.21,23.48,4.13,50.57,0,0,0,0,9.44
1990-04-25,0,56.56,0,6.506,57.59,0,0,0.3,0,0,0,18.82,1.74,0,0,0,27.95,58.12,0,0,0,0,0,0,0,16.4,23.86,4.22,49.92,0,0,0,0,9.46
1990-04-26,0,57.03,0,6.436,57.82,0,0,0.3,0,0,0,19.03,1.73,0,0,0,27.81,59.34,0,0,0,0,0,0,0,16.25,24.29,4.27,50.14,0,0,0,0,9.67
1990-04-27,0,56.25,0,6.31,57.15,0,0,0.31,0,0,0,18.78,1.68,0,0,0,27.39,59.63,0,0,0,0,0,0,0,16.14,23.99,4.22,50.14,0,0,0,0,9.54
1990-04-30,0,56.56,0,6.506,57.26,0,0,0.31,0,0,0,18.87,1.69,0,0,0,28.1,59.63,0,0,0,0,0,0,0,16.4,24.25,4.24,50.14,0,0,0,0,9.38
1990-05-01,0,56.41,0,6.408,57.59,0,0,0.31,0,0,0,19.07,1.72,0,0,0,28.45,59.48,0,0,0,0,0,0,0,16.29,24.59,4.27,50.79,0,0,0,0,9.38
1990-05-02,0,57.34,0,6.535,57.93,0,0,0.3,0,0,0,19.41,1.76,0,0,0,29.02,59.12,0,0,0,0,0,0,0,16.29,24.76,4.44,52.08,0,0,0,0,9.48
1990-05-03,0,57.97,0,6.619,57.93,0,0,0.32,0,0,0,19.32,1.79,0,0,0,28.17,60.27,0,0,0,0,0,0,0,16.25,24.89,4.33,52.3,0,0,0,0,9.56
1990-05-04,0,58.12,0,6.927,58.49,0,0,0.32,0,0,0,19.66,1.8,0,0,0,28.67,59.34,0,0,0,0,0,0,0,16.25,25.24,4.38,52.3,0,0,0,0,9.42
1990-05-07,0,58.12,0,7.179,58.82,0,0,0.32,0,0,0,19.78,1.81,0,0,0,29.02,58.98,0,0,0,0,0,0,0,16.25,25.75,4.4,52.73,0,0,0,0,9.46
1990-05-08,0,57.19,0,7.039,59.38,0,0,0.33,0,0,0,19.74,1.83,0,0,0,29.09,59.77,0,0,0,0,0,0,0,16.59,25.45,4.37,52.95,0,0,0,0,9.46
1990-05-09,0,57.5,0,7.039,59.72,0,0,0.33,0,0,0,19.45,1.85,0,0,0,29.09,59.63,0,0,0,0,0,0,0,16.85,25.32,4.37,52.73,0,0,0,0,9.38
1990-05-10,0,58.28,0,7.236,60.17,0,0,0.33,0,0,0,19.57,1.85,0,0,0,29.44,59.7,0,0,0,0,0,0,0,16.7,25.28,4.38,52.73,0,0,0,0,9.46
1990-05-11,0,59.84,0,7.348,60.95,0,0,0.34,0,0,0,19.99,1.93,0,0,0,30.29,59.77,0,0,0,0,0,0,0,17.08,25.88,4.49,55.54,0,0,0,0,10.02
1990-05-14,0,60,0,7.376,61.28,0,0,0.33,0,0,0,20.2,2.01,0,0,0,30.86,60.27,0,0,0,0,0,0,0,17.34,26.01,4.6,55.11,0,0,0,0,10
1990-05-15,0,59.38,0,7.264,61.06,0,0,0.33,0,0,0,20.32,2.07,0,0,0,30.29,60.34,0,0,0,0,0,0,0,17.26,26.14,4.7,55.33,0,0,0,0,9.91
1990-05-16,0,59.84,0,7.264,60.95,0,0,0.33,0,0,0,20.28,2.06,0,0,0,30.01,60.77,0,0,0,0,0,0,0,17.15,25.97,4.7,55.11,0,0,0,0,9.91
1990-05-17,0,59.84,0,7.264,60.84,0,0,0.33,0,0,0,20.41,2.03,0,0,0,30.65,60.63,0,0,0,0,0,0,0,17.08,26.31,4.73,55.11,0,0,0,0,9.94
1990-05-18,0,59.69,0,7.656,60.95,0,0,0.33,0,0,0,20.24,2.02,0,0,0,30.79,61.49,0,0,0,0,0,0,0,17.08,26.27,4.7,54.24,0,0,0,0,9.94
1990-05-21,0,59.84,0,7.88,61.17,0,0,0.33,0,0,0,20.57,2.03,0,0,0,31.85,61.21,0,0,0,0,0,0,0,17.34,26.65,4.75,54.46,0,0,0,0,10.18
1990-05-22,0,59.84,0,8.021,61.28,0,0,0.33,0,0,0,20.7,2,0,0,0,31.78,61.92,0,0,0,0,0,0,0,17.08,27.17,4.79,55.11,0,0,0,0,10.37
1990-05-23,0,59.22,0,8.511,61.17,0,0,0.33,0,0,0,20.74,1.99,0,0,0,31.85,61.06,0,0,0,0,0,0,0,17.15,27.17,4.77,55.76,0,0,0,0,10.45
1990-05-24,0,58.91,0,8.582,62.07,0,0,0.33,0,0,0,21.16,2.01,0,0,0,31.71,61.06,0,0,0,0,0,0,0,17,27.12,4.81,55.33,0,0,0,0,10.43
1990-05-25,0,58.12,0,8.329,61.17,0,0,0.33,0,0,0,20.87,2.01,0,0,0,31.21,61.49,0,0,0,0,0,0,0,16.96,26.7,4.72,56.19,0,0,0,0,10.33
1990-05-29,0,59.53,0,8.441,62.4,0,0,0.32,0,0,0,21.24,2.06,0,0,0,32.56,62.43,0,0,0,0,0,0,0,17.23,27.47,4.86,55.97,0,0,0,0,10.43
1990-05-30,0,59.69,0,8.469,62.07,0,0,0.33,0,0,0,21.36,2.14,0,0,0,32.13,62.64,0,0,0,0,0,0,0,17.45,28.15,4.81,56.62,0,0,0,0,10.51
1990-05-31,0,60,0,8.189,61.62,0,0,0.32,0,0,0,21.28,2.11,0,0,0,31.92,62.07,0,0,0,0,0,0,0,17.53,28.37,4.81,57.49,0,0,0,0,10.89
1990-06-01,0,59.69,0,8.428,62.18,0,0,0.32,0,0,0,21.41,2.15,0,0,0,33.05,61.64,0,0,0,0,0,0,0,17.53,28.46,4.84,57.7,0,0,0,0,10.74
1990-06-04,0,60.31,0,8.638,62.96,0,0,0.31,0,0,0,21.7,2.15,0,0,0,34.33,61.21,0,0,0,0,0,0,0,17.49,28.41,4.9,57.05,0,0,0,0,10.64
1990-06-05,0,60.31,0,8.231,62.51,0,0,0.33,0,0,0,21.74,2.2,0,0,0,34.19,60.34,0,0,0,0,0,0,0,17.34,28.2,5.07,57.05,0,0,0,0,10.66
1990-06-06,0,59.84,0,8.189,62.07,0,0,0.33,0,0,0,21.53,2.15,0,0,0,34.26,59.84,0,0,0,0,0,0,0,17.3,27.9,4.94,58.78,0,0,0,0,10.64
1990-06-07,0,59.53,0,8.077,61.96,0,0,0.34,0,0,0,21.41,2.15,0,0,0,34.47,60.06,0,0,0,0,0,0,0,17.04,28.03,4.86,58.78,0,0,0,0,10.6
1990-06-08,0,58.75,0,8.245,61.28,0,0,0.36,0,0,0,20.99,2.12,0,0,0,33.69,60.85,0,0,0,0,0,0,0,16.96,27.47,4.72,57.27,0,0,0,0,10.58
1990-06-11,0,59.84,0,8.399,61.62,0,0,0.35,0,0,0,21.32,2.12,0,0,0,34.19,60.92,0,0,0,0,0,0,0,17.26,27.81,4.83,55.76,0,0,0,0,10.66
1990-06-12,0,61.09,0,8.511,62.85,0,0,0.34,0,0,0,21.66,2.13,0,0,0,35.25,60.99,0,0,0,0,0,0,0,17.26,28.93,4.88,55.76,0,0,0,0,10.8
1990-06-13,0,60.16,0,8.582,62.85,0,0,0.33,0,0,0,21.57,2.12,0,0,0,35.53,60.74,0,0,0,0,0,0,0,17.11,28.67,4.9,56.62,0,0,0,0,10.8
1990-06-14,0,60.16,0,8.469,62.29,0,0,0.34,0,0,0,21.28,2.11,0,0,0,35.6,61.17,0,0,0,0,0,0,0,16.66,28.58,4.99,57.7,0,0,0,0,10.84
1990-06-15,0,59.84,0,8.526,62.74,0,0,0.37,0,0,0,21.45,2.07,0,0,0,35.53,61.1,0,0,0,0,0,0,0,16.44,28.97,4.95,57.05,0,0,0,0,10.84
1990-06-18,0,59.38,0,8.399,61.84,0,0,0.37,0,0,0,21.11,2.02,0,0,0,35.04,60.88,0,0,0,0,0,0,0,16.4,28.33,4.86,57.05,0,0,0,0,10.68
1990-06-19,0,59.22,0,8.414,62.51,0,0,0.37,0,0,0,21.24,2.03,0,0,0,35.04,60.74,0,0,0,0,0,0,0,16.55,28.71,4.84,56.19,0,0,0,0,10.72
1990-06-20,0,59.84,0,8.708,62.74,0,0,0.37,0,0,0,21.53,2.02,0,0,0,34.96,60.52,0,0,0,0,0,0,0,16.55,28.8,4.92,57.92,0,0,0,0,10.7
1990-06-21,0,60.78,0,8.638,62.74,0,0,0.36,0,0,0,22.2,2.02,0,0,0,35.25,60.74,0,0,0,0,0,0,0,16.44,28.71,4.95,57.05,0,0,0,0,10.66
1990-06-22,0,59.84,0,8.498,62.07,0,0,0.36,0,0,0,21.78,1.96,0,0,0,34.68,61.03,0,0,0,0,0,0,0,16.14,28.58,5.03,51.44,0,0,0,0,10.62
1990-06-25,0,59.06,0,8.357,62.07,0,0,0.36,0,0,0,21.57,1.96,0,0,0,34.04,61.46,0,0,0,0,0,0,0,15.91,28.2,5.01,49.71,0,0,0,0,10.49
1990-06-26,0,58.75,0,8.386,61.73,0,0,0.36,0,0,0,21.61,2,0,0,0,33.69,63.61,0,0,0,0,0,0,0,15.88,28.24,4.94,50.57,0,0,0,0,10.31
1990-06-27,0,60,0,8.553,61.84,0,0,0.36,0,0,0,22.2,2.05,0,0,0,34.4,63.75,0,0,0,0,0,0,0,16.21,28.76,5.07,52.52,0,0,0,0,10.47
1990-06-28,0,60.31,0,8.582,61.96,0,0,0.36,0,0,0,22.61,2.05,0,0,0,34.89,63.03,0,0,0,0,0,0,0,16.36,29.44,5.05,52.52,0,0,0,0,10.6
1990-06-29,0,59.84,0,8.526,61.96,0,0,0.35,0,0,0,22.57,2.05,0,0,0,35.32,62.6,0,0,0,0,0,0,0,16.18,29.91,5.03,52.3,0,0,0,0,10.6
1990-07-02,0,59.54,0,8.377,62.71,0,0,0.35,0,0,0,23.19,2.18,0,0,0,35.39,62.75,0,0,0,0,0,0,0,16.21,30.33,5.1,50.94,0,0,0,0,10.68
1990-07-03,0,59.08,0,8.178,63.27,0,0,0.35,0,0,0,23.07,2.23,0,0,0,35.53,62.75,0,0,0,0,0,0,0,16.29,30.38,5.21,51.15,0,0,0,0,10.78
1990-07-05,0,58.3,0,8.207,62.49,0,0,0.35,0,0,0,22.77,2.23,0,0,0,35.04,62.46,0,0,0,0,0,0,0,15.95,30.12,5.17,51.15,0,0,0,0,10.74
1990-07-06,0,59.54,0,8.32,62.82,0,0,0.36,0,0,0,22.94,2.25,0,0,0,35.39,62.75,0,0,0,0,0,0,0,16.1,30.59,5.21,50.94,0,0,0,0,10.91
1990-07-09,0,59.08,0,8.434,63.49,0,0,0.36,0,0,0,22.77,2.27,0,0,0,37.09,62.39,0,0,0,0,0,0,0,15.99,30.68,5.15,50.94,0,0,0,0,11.11
1990-07-10,0,58.3,0,8.377,62.93,0,0,0.35,0,0,0,22.65,2.17,0,0,0,37.8,61.6,0,0,0,0,0,0,0,15.65,30.38,5.15,50.94,0,0,0,0,11.22
1990-07-11,0,59.7,0,8.576,64.16,0,0,0.35,0,0,0,23.19,2.08,0,0,0,38.22,62.53,0,0,0,0,0,0,0,15.57,30.68,5.26,51.36,0,0,0,0,11.47
1990-07-12,0,61.41,0,8.803,65.27,0,0,0.35,0,0,0,23.61,2.09,0,0,0,39.07,61.96,0,0,0,0,0,0,0,15.84,31.23,5.37,51.78,0,0,0,0,11.57
1990-07-13,0,60.79,0,8.903,66.6,0,0,0.36,0,0,0,23.48,2.14,0,0,0,40.34,62.6,0,0,0,0,0,0,0,16.02,30.98,5.43,51.78,0,0,0,0,11.38
1990-07-16,0,60.79,0,9.002,66.49,0,0,0.37,0,0,0,23.61,2.16,0,0,0,41.05,62.68,0,0,0,0,0,0,0,16.21,30.89,5.52,52.83,0,0,0,0,11.26
1990-07-17,0,60.64,0,8.747,66.16,0,0,0.38,0,0,0,23.69,2.14,0,0,0,40.2,63.39,0,0,0,0,0,0,0,16.06,30.85,5.45,52.2,0,0,0,0,11.47
1990-07-18,0,60.48,0,8.633,66.16,0,0,0.4,0,0,0,23.77,2.05,0,0,0,38.22,63.39,0,0,0,0,0,0,0,16.17,30.59,5.36,52.2,0,0,0,0,11.8
