Date,Open,High,Low,Close,Adj Close,Volume,A,R
1993-04-28,10.28,10.28,10.28,10.28,2.151303,0,-0.194%,-0.194%
1993-04-29,10.32,10.32,10.32,10.32,2.159675,0,0.389%,0.389%
1993-04-30,10.26,10.26,10.26,10.26,2.159254,0,-0.019%,-0.019%
1993-05-03,10.35,10.35,10.35,10.35,2.178196,0,0.877%,0.877%
1993-05-04,10.41,10.41,10.41,10.41,2.190823,0,0.580%,0.580%
1993-05-05,10.4,10.4,10.4,10.4,2.188718,0,-0.096%,-0.096%
1993-05-06,10.42,10.42,10.42,10.42,2.192926,0,0.192%,0.192%
1993-05-07,10.37,10.37,10.37,10.37,2.182403,0,-0.480%,-0.480%
1993-05-10,10.41,10.41,10.41,10.41,2.190823,0,0.386%,0.386%
1993-05-11,10.41,10.41,10.41,10.41,2.190823,0,0.000%,0.000%
1993-05-12,10.35,10.35,10.35,10.35,2.178196,0,-0.576%,-0.576%
1993-05-13,10.27,10.27,10.27,10.27,2.161357,0,-0.773%,-0.773%
1993-05-14,10.27,10.27,10.27,10.27,2.161357,0,0.000%,0.000%
1993-05-17,10.25,10.25,10.25,10.25,2.157151,0,-0.195%,-0.195%
1993-05-18,10.2,10.2,10.2,10.2,2.146626,0,-0.488%,-0.488%
1993-05-19,10.24,10.24,10.24,10.24,2.155043,0,0.392%,0.392%
1993-05-20,10.24,10.24,10.24,10.24,2.155043,0,0.000%,0.000%
1993-05-21,10.19,10.19,10.19,10.19,2.14452,0,-0.488%,-0.488%
1993-05-24,10.22,10.22,10.22,10.22,2.150835,0,0.294%,0.294%
1993-05-25,10.21,10.21,10.21,10.21,2.148731,0,-0.098%,-0.098%
1993-05-26,10.28,10.28,10.28,10.28,2.163463,0,0.686%,0.686%
1993-05-27,10.3,10.3,10.3,10.3,2.167672,0,0.195%,0.195%
1993-05-28,10.24,10.24,10.24,10.24,2.16746,0,-0.010%,-0.010%
1993-06-01,10.35,10.35,10.35,10.35,2.190744,0,1.074%,1.074%
1993-06-02,10.35,10.35,10.35,10.35,2.190744,0,0.000%,0.000%
1993-06-03,10.37,10.37,10.37,10.37,2.194975,0,0.193%,0.193%
1993-06-04,10.31,10.31,10.31,10.31,2.182276,0,-0.579%,-0.579%
1993-06-07,10.34,10.34,10.34,10.34,2.188625,0,0.291%,0.291%
1993-06-08,10.3,10.3,10.3,10.3,2.18016,0,-0.387%,-0.387%
1993-06-09,10.35,10.35,10.35,10.35,2.190744,0,0.485%,0.485%
1993-06-10,10.35,10.35,10.35,10.35,2.190744,0,0.000%,0.000%
1993-06-11,10.44,10.44,10.44,10.44,2.209791,0,0.869%,0.869%
1993-06-14,10.43,10.43,10.43,10.43,2.207677,0,-0.096%,-0.096%
1993-06-15,10.43,10.43,10.43,10.43,2.207677,0,0.000%,0.000%
1993-06-16,10.42,10.42,10.42,10.42,2.205559,0,-0.096%,-0.096%
1993-06-17,10.45,10.45,10.45,10.45,2.211909,0,0.288%,0.288%
1993-06-18,10.44,10.44,10.44,10.44,2.209791,0,-0.096%,-0.096%
1993-06-21,10.48,10.48,10.48,10.48,2.218259,0,0.383%,0.383%
1993-06-22,10.48,10.48,10.48,10.48,2.218259,0,0.000%,0.000%
1993-06-23,10.49,10.49,10.49,10.49,2.220376,0,0.095%,0.095%
1993-06-24,10.52,10.52,10.52,10.52,2.226727,0,0.286%,0.286%
1993-06-25,10.57,10.57,10.57,10.57,2.23731,0,0.475%,0.475%
1993-06-28,10.61,10.61,10.61,10.61,2.245776,0,0.378%,0.378%
1993-06-29,10.61,10.61,10.61,10.61,2.245776,0,0.000%,0.000%
1993-06-30,10.61,10.61,10.61,10.61,2.257905,0,0.540%,0.540%
1993-07-01,10.6,10.6,10.6,10.6,2.255778,0,-0.094%,-0.094%
1993-07-02,10.63,10.63,10.63,10.63,2.262164,0,0.283%,0.283%
1993-07-06,10.59,10.59,10.59,10.59,2.253651,0,-0.376%,-0.376%
1993-07-07,10.59,10.59,10.59,10.59,2.253651,0,0.000%,0.000%
1993-07-08,10.61,10.61,10.61,10.61,2.257905,0,0.189%,0.189%
1993-07-09,10.64,10.64,10.64,10.64,2.26429,0,0.283%,0.283%
1993-07-12,10.66,10.66,10.66,10.66,2.268546,0,0.188%,0.188%
1993-07-13,10.67,10.67,10.67,10.67,2.270676,0,0.094%,0.094%
1993-07-14,10.74,10.74,10.74,10.74,2.285572,0,0.656%,0.656%
1993-07-15,10.74,10.74,10.74,10.74,2.285572,0,0.000%,0.000%
1993-07-16,10.75,10.75,10.75,10.75,2.287699,0,0.093%,0.093%
1993-07-19,10.76,10.76,10.76,10.76,2.289828,0,0.093%,0.093%
1993-07-20,10.74,10.74,10.74,10.74,2.285572,0,-0.186%,-0.186%
1993-07-21,10.67,10.67,10.67,10.67,2.270676,0,-0.652%,-0.652%
1993-07-22,10.62,10.62,10.62,10.62,2.260034,0,-0.469%,-0.469%
1993-07-23,10.56,10.56,10.56,10.56,2.247267,0,-0.565%,-0.565%
1993-07-26,10.58,10.58,10.58,10.58,2.251523,0,0.189%,0.189%
1993-07-27,10.58,10.58,10.58,10.58,2.251523,0,0.000%,0.000%
1993-07-28,10.61,10.61,10.61,10.61,2.257905,0,0.283%,0.283%
1993-07-29,10.7,10.7,10.7,10.7,2.27706,0,0.848%,0.848%
1993-07-30,10.7,10.7,10.7,10.7,2.289469,0,0.545%,0.545%
1993-08-02,10.7,10.7,10.7,10.7,2.289469,0,0.000%,0.000%
1993-08-03,10.73,10.73,10.73,10.73,2.295888,0,0.280%,0.280%
1993-08-04,10.72,10.72,10.72,10.72,2.29375,0,-0.093%,-0.093%
1993-08-05,10.73,10.73,10.73,10.73,2.295888,0,0.093%,0.093%
1993-08-06,10.72,10.72,10.72,10.72,2.29375,0,-0.093%,-0.093%
1993-08-09,10.79,10.79,10.79,10.79,2.308725,0,0.653%,0.653%
1993-08-10,10.8,10.8,10.8,10.8,2.310866,0,0.093%,0.093%
1993-08-11,10.83,10.83,10.83,10.83,2.317285,0,0.278%,0.278%
1993-08-12,10.81,10.81,10.81,10.81,2.313005,0,-0.185%,-0.185%
1993-08-13,10.83,10.83,10.83,10.83,2.317285,0,0.185%,0.185%
1993-08-16,10.86,10.86,10.86,10.86,2.323706,0,0.277%,0.277%
1993-08-17,10.84,10.84,10.84,10.84,2.319426,0,-0.184%,-0.184%
1993-08-18,10.86,10.86,10.86,10.86,2.323706,0,0.185%,0.185%
1993-08-19,10.88,10.88,10.88,10.88,2.327984,0,0.184%,0.184%
1993-08-20,10.9,10.9,10.9,10.9,2.332263,0,0.184%,0.184%
1993-08-23,10.9,10.9,10.9,10.9,2.332263,0,0.000%,0.000%
1993-08-24,10.93,10.93,10.93,10.93,2.338684,0,0.275%,0.275%
1993-08-25,10.97,10.97,10.97,10.97,2.347241,0,0.366%,0.366%
1993-08-26,11.08,11.08,11.08,11.08,2.370778,0,1.003%,1.003%
1993-08-27,11.05,11.05,11.05,11.05,2.364359,0,-0.271%,-0.271%
1993-08-30,11.06,11.06,11.06,11.06,2.366498,0,0.090%,0.090%
1993-08-31,11.07,11.07,11.07,11.07,2.380909,0,0.609%,0.609%
1993-09-01,11.07,11.07,11.07,11.07,2.380909,0,0.000%,0.000%
1993-09-02,11.12,11.12,11.12,11.12,2.39166,0,0.452%,0.452%
1993-09-03,11.21,11.21,11.21,11.21,2.411019,0,0.809%,0.809%
1993-09-07,11.28,11.28,11.28,11.28,2.426074,0,0.624%,0.624%
1993-09-08,11.29,11.29,11.29,11.29,2.428226,0,0.089%,0.089%
1993-09-09,11.16,11.16,11.16,11.16,2.400265,0,-1.151%,-1.151%
1993-09-10,11.24,11.24,11.24,11.24,2.417472,0,0.717%,0.717%
1993-09-13,11.27,11.27,11.27,11.27,2.423924,0,0.267%,0.267%
1993-09-14,11.13,11.13,11.13,11.13,2.393814,0,-1.242%,-1.242%
1993-09-15,11.09,11.09,11.09,11.09,2.385209,0,-0.359%,-0.359%
1993-09-16,11.11,11.11,11.11,11.11,2.389512,0,0.180%,0.180%
1993-09-17,11.08,11.08,11.08,11.08,2.383059,0,-0.270%,-0.270%
1993-09-20,11.03,11.03,11.03,11.03,2.372306,0,-0.451%,-0.451%
1993-09-21,10.95,10.95,10.95,10.95,2.3551,0,-0.725%,-0.725%
1993-09-22,11,11,11,11,2.365854,0,0.457%,0.457%
1993-09-23,11.02,11.02,11.02,11.02,2.370155,0,0.182%,0.182%
1993-09-24,11.03,11.03,11.03,11.03,2.372306,0,0.091%,0.091%
1993-09-27,11.14,11.14,11.14,11.14,2.395965,0,0.997%,0.997%
1993-09-28,11.17,11.17,11.17,11.17,2.402416,0,0.269%,0.269%
1993-09-29,11.09,11.09,11.09,11.09,2.385209,0,-0.716%,-0.716%
1993-09-30,11.05,11.05,11.05,11.05,2.388667,0,0.145%,0.145%
1993-10-01,11.11,11.11,11.11,11.11,2.401639,0,0.543%,0.543%
1993-10-04,11.1,11.1,11.1,11.1,2.399477,0,-0.090%,-0.090%
1993-10-05,11.09,11.09,11.09,11.09,2.397316,0,-0.090%,-0.090%
1993-10-06,11.09,11.09,11.09,11.09,2.397316,0,0.000%,0.000%
1993-10-07,11.1,11.1,11.1,11.1,2.399477,0,0.090%,0.090%
1993-10-08,11.21,11.21,11.21,11.21,2.423258,0,0.991%,0.991%
1993-10-11,11.21,11.21,11.21,11.21,2.423258,0,0.000%,0.000%
1993-10-12,11.21,11.21,11.21,11.21,2.423258,0,0.000%,0.000%
1993-10-13,11.2,11.2,11.2,11.2,2.421097,0,-0.089%,-0.089%
1993-10-14,11.28,11.28,11.28,11.28,2.438387,0,0.714%,0.714%
1993-10-15,11.34,11.34,11.34,11.34,2.451357,0,0.532%,0.532%
1993-10-18,11.25,11.25,11.25,11.25,2.431904,0,-0.794%,-0.794%
1993-10-19,11.26,11.26,11.26,11.26,2.434066,0,0.089%,0.089%
1993-10-20,11.28,11.28,11.28,11.28,2.438387,0,0.178%,0.178%
1993-10-21,11.17,11.17,11.17,11.17,2.414608,0,-0.975%,-0.975%
1993-10-22,11.09,11.09,11.09,11.09,2.397316,0,-0.716%,-0.716%
1993-10-25,11.05,11.05,11.05,11.05,2.388667,0,-0.361%,-0.361%
1993-10-26,11.07,11.07,11.07,11.07,2.392993,0,0.181%,0.181%
1993-10-27,11.05,11.05,11.05,11.05,2.388667,0,-0.181%,-0.181%
1993-10-28,11.07,11.07,11.07,11.07,2.392993,0,0.181%,0.181%
1993-10-29,11.06,11.06,11.06,11.06,2.403424,0,0.436%,0.436%
1993-11-01,10.96,10.96,10.96,10.96,2.381692,0,-0.904%,-0.904%
1993-11-02,10.89,10.89,10.89,10.89,2.366481,0,-0.639%,-0.639%
1993-11-03,10.84,10.84,10.84,10.84,2.355615,0,-0.459%,-0.459%
1993-11-04,10.78,10.78,10.78,10.78,2.342578,0,-0.553%,-0.553%
1993-11-05,10.75,10.75,10.75,10.75,2.336056,0,-0.278%,-0.278%
1993-11-08,10.79,10.79,10.79,10.79,2.344748,0,0.372%,0.372%
1993-11-09,10.86,10.86,10.86,10.86,2.35996,0,0.649%,0.649%
1993-11-10,10.8,10.8,10.8,10.8,2.346923,0,-0.552%,-0.552%
1993-11-11,10.79,10.79,10.79,10.79,2.344748,0,-0.093%,-0.093%
1993-11-12,10.86,10.86,10.86,10.86,2.35996,0,0.649%,0.649%
1993-11-15,10.84,10.84,10.84,10.84,2.355615,0,-0.184%,-0.184%
1993-11-16,10.84,10.84,10.84,10.84,2.355615,0,0.000%,0.000%
1993-11-17,10.83,10.83,10.83,10.83,2.353441,0,-0.092%,-0.092%
1993-11-18,10.79,10.79,10.79,10.79,2.344748,0,-0.369%,-0.369%
1993-11-19,10.68,10.68,10.68,10.68,2.320847,0,-1.019%,-1.019%
1993-11-22,10.64,10.64,10.64,10.64,2.312154,0,-0.375%,-0.375%
1993-11-23,10.72,10.72,10.72,10.72,2.329539,0,0.752%,0.752%
1993-11-24,10.71,10.71,10.71,10.71,2.327367,0,-0.093%,-0.093%
1993-11-26,10.75,10.75,10.75,10.75,2.336056,0,0.373%,0.373%
1993-11-29,10.8,10.8,10.8,10.8,2.346923,0,0.465%,0.465%
1993-11-30,10.73,10.73,10.73,10.73,2.343865,0,-0.130%,-0.130%
1993-12-01,10.76,10.76,10.76,10.76,2.35042,0,0.280%,0.280%
1993-12-02,10.78,10.78,10.78,10.78,2.354788,0,0.186%,0.186%
1993-12-03,10.79,10.79,10.79,10.79,2.356969,0,0.093%,0.093%
1993-12-06,10.9,10.9,10.9,10.9,2.381001,0,1.020%,1.020%
1993-12-07,10.91,10.91,10.91,10.91,2.383183,0,0.092%,0.092%
1993-12-08,10.9,10.9,10.9,10.9,2.381001,0,-0.092%,-0.092%
1993-12-09,10.92,10.92,10.92,10.92,2.385367,0,0.183%,0.183%
1993-12-10,10.85,10.85,10.85,10.85,2.37008,0,-0.641%,-0.641%
1993-12-13,10.8,10.8,10.8,10.8,2.359156,0,-0.461%,-0.461%
1993-12-14,10.74,10.74,10.74,10.74,2.346048,0,-0.556%,-0.556%
1993-12-15,10.73,10.73,10.73,10.73,2.343865,0,-0.093%,-0.093%
1993-12-16,10.72,10.72,10.72,10.72,2.341682,0,-0.093%,-0.093%
1993-12-17,10.74,10.74,10.74,10.74,2.346048,0,0.186%,0.186%
1993-12-20,10.73,10.73,10.73,10.73,2.343865,0,-0.093%,-0.093%
1993-12-21,10.72,10.72,10.72,10.72,2.341682,0,-0.093%,-0.093%
1993-12-22,10.83,10.83,10.83,10.83,2.365708,0,1.026%,1.026%
1993-12-23,10.85,10.85,10.85,10.85,2.37008,0,0.185%,0.185%
1993-12-27,10.84,10.84,10.84,10.84,2.367894,0,-0.092%,-0.092%
1993-12-28,10.84,10.84,10.84,10.84,2.367894,0,0.000%,0.000%
1993-12-29,10.82,10.82,10.82,10.82,2.363524,0,-0.185%,-0.185%
1993-12-30,10.72,10.72,10.72,10.72,2.341682,0,-0.924%,-0.924%
1993-12-31,10.57,10.57,10.57,10.57,2.353927,0,0.523%,0.523%
1994-01-03,10.5,10.5,10.5,10.5,2.338338,0,-0.662%,-0.662%
1994-01-04,10.54,10.54,10.54,10.54,2.347249,0,0.381%,0.381%
1994-01-05,10.5,10.5,10.5,10.5,2.338338,0,-0.380%,-0.380%
1994-01-06,10.56,10.56,10.56,10.56,2.351703,0,0.572%,0.572%
1994-01-07,10.7,10.7,10.7,10.7,2.382878,0,1.326%,1.326%
1994-01-10,10.71,10.71,10.71,10.71,2.385106,0,0.094%,0.094%
1994-01-11,10.7,10.7,10.7,10.7,2.382878,0,-0.093%,-0.093%
1994-01-12,10.77,10.77,10.77,10.77,2.39847,0,0.654%,0.654%
1994-01-13,10.67,10.67,10.67,10.67,2.376197,0,-0.929%,-0.929%
1994-01-14,10.64,10.64,10.64,10.64,2.369517,0,-0.281%,-0.281%
1994-01-17,10.63,10.63,10.63,10.63,2.367292,0,-0.094%,-0.094%
1994-01-18,10.67,10.67,10.67,10.67,2.376197,0,0.376%,0.376%
1994-01-19,10.65,10.65,10.65,10.65,2.371744,0,-0.187%,-0.187%
1994-01-20,10.69,10.69,10.69,10.69,2.380654,0,0.376%,0.376%
1994-01-21,10.68,10.68,10.68,10.68,2.378427,0,-0.094%,-0.094%
1994-01-24,10.67,10.67,10.67,10.67,2.376197,0,-0.094%,-0.094%
1994-01-25,10.63,10.63,10.63,10.63,2.367292,0,-0.375%,-0.375%
1994-01-26,10.66,10.66,10.66,10.66,2.37397,0,0.282%,0.282%
1994-01-27,10.71,10.71,10.71,10.71,2.385106,0,0.469%,0.469%
1994-01-28,10.77,10.77,10.77,10.77,2.39847,0,0.560%,0.560%
1994-01-31,10.75,10.75,10.75,10.75,2.406528,0,0.336%,0.336%
1994-02-01,10.67,10.67,10.67,10.67,2.388618,0,-0.744%,-0.744%
1994-02-02,10.69,10.69,10.69,10.69,2.393095,0,0.187%,0.187%
1994-02-03,10.65,10.65,10.65,10.65,2.384142,0,-0.374%,-0.374%
1994-02-04,10.57,10.57,10.57,10.57,2.366232,0,-0.751%,-0.751%
1994-02-07,10.54,10.54,10.54,10.54,2.359516,0,-0.284%,-0.284%
1994-02-08,10.5,10.5,10.5,10.5,2.35056,0,-0.380%,-0.380%
1994-02-09,10.52,10.52,10.52,10.52,2.355041,0,0.191%,0.191%
1994-02-10,10.51,10.51,10.51,10.51,2.352802,0,-0.095%,-0.095%
1994-02-11,10.54,10.54,10.54,10.54,2.359516,0,0.285%,0.285%
1994-02-14,10.52,10.52,10.52,10.52,2.355041,0,-0.190%,-0.190%
1994-02-15,10.51,10.51,10.51,10.51,2.352802,0,-0.095%,-0.095%
1994-02-16,10.5,10.5,10.5,10.5,2.35056,0,-0.095%,-0.095%
1994-02-17,10.41,10.41,10.41,10.41,2.330415,0,-0.857%,-0.857%
1994-02-18,10.33,10.33,10.33,10.33,2.312504,0,-0.769%,-0.769%
1994-02-22,10.37,10.37,10.37,10.37,2.321461,0,0.387%,0.387%
1994-02-23,10.31,10.31,10.31,10.31,2.308028,0,-0.579%,-0.579%
1994-02-24,10.22,10.22,10.22,10.22,2.287881,0,-0.873%,-0.873%
1994-02-25,10.21,10.21,10.21,10.21,2.285642,0,-0.098%,-0.098%
1994-02-28,10.27,10.27,10.27,10.27,2.310616,0,1.093%,1.093%
1994-03-01,10.16,10.16,10.16,10.16,2.285869,0,-1.071%,-1.071%
1994-03-02,10.15,10.15,10.15,10.15,2.283618,0,-0.098%,-0.098%
1994-03-03,10.11,10.11,10.11,10.11,2.274616,0,-0.394%,-0.394%
1994-03-04,10.1,10.1,10.1,10.1,2.272367,0,-0.099%,-0.099%
1994-03-07,10.14,10.14,10.14,10.14,2.281367,0,0.396%,0.396%
1994-03-08,10.09,10.09,10.09,10.09,2.270117,0,-0.493%,-0.493%
1994-03-09,10.1,10.1,10.1,10.1,2.272367,0,0.099%,0.099%
1994-03-10,10.01,10.01,10.01,10.01,2.252118,0,-0.891%,-0.891%
1994-03-11,10.04,10.04,10.04,10.04,2.258868,0,0.300%,0.300%
1994-03-14,10.01,10.01,10.01,10.01,2.252118,0,-0.299%,-0.299%
1994-03-15,10.04,10.04,10.04,10.04,2.258868,0,0.300%,0.300%
1994-03-16,10.11,10.11,10.11,10.11,2.274616,0,0.697%,0.697%
1994-03-17,10.11,10.11,10.11,10.11,2.274616,0,0.000%,0.000%
1994-03-18,10.03,10.03,10.03,10.03,2.256618,0,-0.791%,-0.791%
1994-03-21,10,10,10,10,2.249868,0,-0.299%,-0.299%
1994-03-22,10.08,10.08,10.08,10.08,2.267866,0,0.800%,0.800%
1994-03-23,10.07,10.07,10.07,10.07,2.265618,0,-0.099%,-0.099%
1994-03-24,9.97,9.97,9.97,9.97,2.243119,0,-0.993%,-0.993%
1994-03-25,9.93,9.93,9.93,9.93,2.234119,0,-0.401%,-0.401%
1994-03-28,9.95,9.95,9.95,9.95,2.238621,0,0.202%,0.202%
1994-03-29,9.86,9.86,9.86,9.86,2.21837,0,-0.905%,-0.905%
1994-03-30,9.82,9.82,9.82,9.82,2.209368,0,-0.406%,-0.406%
1994-03-31,9.78,9.78,9.78,9.78,2.222323,0,0.586%,0.586%
1994-04-04,9.49,9.49,9.49,9.49,2.156426,0,-2.965%,-2.965%
1994-04-05,9.6,9.6,9.6,9.6,2.181421,0,1.159%,1.159%
1994-04-06,9.65,9.65,9.65,9.65,2.192785,0,0.521%,0.521%
1994-04-07,9.69,9.69,9.69,9.69,2.201873,0,0.414%,0.414%
1994-04-08,9.63,9.63,9.63,9.63,2.188237,0,-0.619%,-0.619%
1994-04-11,9.66,9.66,9.66,9.66,2.195055,0,0.312%,0.312%
1994-04-12,9.69,9.69,9.69,9.69,2.201873,0,0.311%,0.311%
1994-04-13,9.64,9.64,9.64,9.64,2.190511,0,-0.516%,-0.516%
1994-04-14,9.62,9.62,9.62,9.62,2.185964,0,-0.208%,-0.208%
1994-04-15,9.62,9.62,9.62,9.62,2.185964,0,0.000%,0.000%
1994-04-18,9.52,9.52,9.52,9.52,2.163242,0,-1.039%,-1.039%
1994-04-19,9.54,9.54,9.54,9.54,2.167788,0,0.210%,0.210%
1994-04-20,9.59,9.59,9.59,9.59,2.179148,0,0.524%,0.524%
1994-04-21,9.69,9.69,9.69,9.69,2.201873,0,1.043%,1.043%
1994-04-22,9.68,9.68,9.68,9.68,2.199601,0,-0.103%,-0.103%
1994-04-25,9.75,9.75,9.75,9.75,2.215507,0,0.723%,0.723%
1994-04-26,9.78,9.78,9.78,9.78,2.222323,0,0.308%,0.308%
1994-04-28,9.64,9.64,9.64,9.64,2.190511,0,-1.431%,-1.431%
1994-04-29,9.6,9.6,9.6,9.6,2.19371,0,0.146%,0.146%
1994-05-02,9.6,9.6,9.6,9.6,2.19371,0,0.000%,0.000%
1994-05-03,9.57,9.57,9.57,9.57,2.186855,0,-0.312%,-0.312%
1994-05-04,9.57,9.57,9.57,9.57,2.186855,0,0.000%,0.000%
1994-05-05,9.59,9.59,9.59,9.59,2.191426,0,0.209%,0.209%
1994-05-06,9.42,9.42,9.42,9.42,2.152577,0,-1.773%,-1.773%
1994-05-09,9.35,9.35,9.35,9.35,2.136582,0,-0.743%,-0.743%
1994-05-10,9.46,9.46,9.46,9.46,2.161717,0,1.176%,1.176%
1994-05-11,9.37,9.37,9.37,9.37,2.141153,0,-0.951%,-0.951%
1994-05-12,9.4,9.4,9.4,9.4,2.148007,0,0.320%,0.320%
1994-05-13,9.46,9.46,9.46,9.46,2.161717,0,0.638%,0.638%
1994-05-16,9.48,9.48,9.48,9.48,2.166289,0,0.211%,0.211%
1994-05-17,9.66,9.66,9.66,9.66,2.20742,0,1.899%,1.899%
1994-05-18,9.64,9.64,9.64,9.64,2.202851,0,-0.207%,-0.207%
1994-05-19,9.68,9.68,9.68,9.68,2.211993,0,0.415%,0.415%
1994-05-20,9.62,9.62,9.62,9.62,2.19828,0,-0.620%,-0.620%
1994-05-23,9.49,9.49,9.49,9.49,2.168575,0,-1.351%,-1.351%
1994-05-24,9.52,9.52,9.52,9.52,2.175428,0,0.316%,0.316%
1994-05-25,9.55,9.55,9.55,9.55,2.182285,0,0.315%,0.315%
1994-05-26,9.56,9.56,9.56,9.56,2.184569,0,0.105%,0.105%
1994-05-27,9.54,9.54,9.54,9.54,2.18,0,-0.209%,-0.209%
1994-05-31,9.5,9.5,9.5,9.5,2.183446,0,0.158%,0.158%
1994-06-01,9.54,9.54,9.54,9.54,2.192642,0,0.421%,0.421%
1994-06-02,9.58,9.58,9.58,9.58,2.201835,0,0.419%,0.419%
1994-06-03,9.66,9.66,9.66,9.66,2.220221,0,0.835%,0.835%
1994-06-06,9.71,9.71,9.71,9.71,2.231714,0,0.518%,0.518%
1994-06-07,9.67,9.67,9.67,9.67,2.22252,0,-0.412%,-0.412%
1994-06-08,9.66,9.66,9.66,9.66,2.220221,0,-0.103%,-0.103%
1994-06-09,9.65,9.65,9.65,9.65,2.217922,0,-0.104%,-0.104%
1994-06-10,9.62,9.62,9.62,9.62,2.211025,0,-0.311%,-0.311%
1994-06-13,9.58,9.58,9.58,9.58,2.201835,0,-0.416%,-0.416%
1994-06-14,9.63,9.63,9.63,9.63,2.213326,0,0.522%,0.522%
1994-06-15,9.54,9.54,9.54,9.54,2.192642,0,-0.935%,-0.935%
1994-06-16,9.57,9.57,9.57,9.57,2.199536,0,0.314%,0.314%
1994-06-17,9.5,9.5,9.5,9.5,2.183446,0,-0.732%,-0.732%
1994-06-20,9.5,9.5,9.5,9.5,2.183446,0,0.000%,0.000%
1994-06-21,9.46,9.46,9.46,9.46,2.174252,0,-0.421%,-0.421%
1994-06-22,9.54,9.54,9.54,9.54,2.192642,0,0.846%,0.846%
1994-06-23,9.55,9.55,9.55,9.55,2.194939,0,0.105%,0.105%
1994-06-24,9.45,9.45,9.45,9.45,2.171954,0,-1.047%,-1.047%
1994-06-27,9.45,9.45,9.45,9.45,2.171954,0,0.000%,0.000%
1994-06-28,9.45,9.45,9.45,9.45,2.171954,0,0.000%,0.000%
1994-06-29,9.45,9.45,9.45,9.45,2.171954,0,0.000%,0.000%
1994-06-30,9.37,9.37,9.37,9.37,2.165714,0,-0.287%,-0.287%
1994-07-01,9.38,9.38,9.38,9.38,2.168027,0,0.107%,0.107%
1994-07-05,9.39,9.39,9.39,9.39,2.170338,0,0.107%,0.107%
1994-07-06,9.38,9.38,9.38,9.38,2.168027,0,-0.106%,-0.106%
1994-07-07,9.39,9.39,9.39,9.39,2.170338,0,0.107%,0.107%
1994-07-08,9.31,9.31,9.31,9.31,2.151845,0,-0.852%,-0.852%
1994-07-11,9.28,9.28,9.28,9.28,2.144911,0,-0.322%,-0.322%
1994-07-12,9.32,9.32,9.32,9.32,2.154159,0,0.431%,0.431%
1994-07-13,9.33,9.33,9.33,9.33,2.156468,0,0.107%,0.107%
1994-07-14,9.45,9.45,9.45,9.45,2.184204,0,1.286%,1.286%
1994-07-15,9.45,9.45,9.45,9.45,2.184204,0,0.000%,0.000%
1994-07-18,9.45,9.45,9.45,9.45,2.184204,0,0.000%,0.000%
1994-07-19,9.52,9.52,9.52,9.52,2.200385,0,0.741%,0.741%
1994-07-20,9.45,9.45,9.45,9.45,2.184204,0,-0.735%,-0.735%
1994-07-21,9.44,9.44,9.44,9.44,2.181895,0,-0.106%,-0.106%
1994-07-22,9.44,9.44,9.44,9.44,2.181895,0,0.000%,0.000%
1994-07-25,9.46,9.46,9.46,9.46,2.186516,0,0.212%,0.212%
1994-07-26,9.45,9.45,9.45,9.45,2.184204,0,-0.106%,-0.106%
1994-07-27,9.41,9.41,9.41,9.41,2.17496,0,-0.423%,-0.423%
1994-07-28,9.45,9.45,9.45,9.45,2.184204,0,0.425%,0.425%
1994-07-29,9.59,9.59,9.59,9.59,2.229539,0,2.076%,2.076%
1994-08-01,9.59,9.59,9.59,9.59,2.229539,0,0.000%,0.000%
1994-08-02,9.58,9.58,9.58,9.58,2.227216,0,-0.104%,-0.104%
1994-08-03,9.61,9.61,9.61,9.61,2.23419,0,0.313%,0.313%
1994-08-04,9.58,9.58,9.58,9.58,2.227216,0,-0.312%,-0.312%
1994-08-05,9.46,9.46,9.46,9.46,2.199317,0,-1.253%,-1.253%
1994-08-08,9.47,9.47,9.47,9.47,2.201641,0,0.106%,0.106%
1994-08-09,9.43,9.43,9.43,9.43,2.192342,0,-0.422%,-0.422%
1994-08-10,9.43,9.43,9.43,9.43,2.192342,0,0.000%,0.000%
1994-08-11,9.37,9.37,9.37,9.37,2.178394,0,-0.636%,-0.636%
1994-08-12,9.42,9.42,9.42,9.42,2.190018,0,0.534%,0.534%
1994-08-15,9.41,9.41,9.41,9.41,2.187692,0,-0.106%,-0.106%
1994-08-16,9.5,9.5,9.5,9.5,2.208614,0,0.956%,0.956%
1994-08-17,9.51,9.51,9.51,9.51,2.210941,0,0.105%,0.105%
1994-08-18,9.41,9.41,9.41,9.41,2.187692,0,-1.052%,-1.052%
1994-08-19,9.42,9.42,9.42,9.42,2.190018,0,0.106%,0.106%
1994-08-22,9.37,9.37,9.37,9.37,2.178394,0,-0.531%,-0.531%
1994-08-23,9.38,9.38,9.38,9.38,2.180719,0,0.107%,0.107%
1994-08-24,9.45,9.45,9.45,9.45,2.19699,0,0.746%,0.746%
1994-08-25,9.39,9.39,9.39,9.39,2.183043,0,-0.635%,-0.635%
1994-08-26,9.43,9.43,9.43,9.43,2.192342,0,0.426%,0.426%
1994-08-29,9.42,9.42,9.42,9.42,2.190018,0,-0.106%,-0.106%
1994-08-30,9.46,9.46,9.46,9.46,2.199317,0,0.425%,0.425%
1994-08-31,9.47,9.47,9.47,9.47,2.214752,0,0.702%,0.702%
1994-09-01,9.47,9.47,9.47,9.47,2.214752,0,0.000%,0.000%
